"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"JGK2397","NY","PAS","8995169280","07/29/2021","02:51P","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkVrMFRVRTlQUT09&locationName=_____________________)"
"KGE9367","NY","PAS","8995169333","07/30/2021","11:40A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkUxNlRYYzlQUT09&locationName=_____________________)"
"ANZ1911","NY","PAS","8995169369","07/30/2021","11:45A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkUweVQxRTlQUT09&locationName=_____________________)"
"HZD7001","NY","PAS","8995169424","07/30/2021","11:52A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkZGNVRrRTlQUT09&locationName=_____________________)"
"HEE9054","NY","PAS","8994575390","09/01/2021","04:08P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","083","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PVkUwMVRVRTlQUT09&locationName=_____________________)"
"GVJ2721","NY","PAS","8994575261","09/01/2021","02:50P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","083","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PVkVreVRWRTlQUT09&locationName=_____________________)"
"46586MN","NY","COM","9002463716","08/12/2022","03:29P","DOUBLE PARKING",,"115","0","0","0","115","0","061","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEpOZW1ONFRtYzlQUT09&locationName=_____________________)"
"GSM8678","NY","PAS","9007715884","09/13/2022","09:33A","NO PARKING-STREET CLEANING",,"65","10","0","10","65","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNTZZM2hPVkdjMFRrRTlQUT09&locationName=_____________________)"
"GAA1039","NY","PAS","8992934166","02/24/2022","03:35P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFhM3BPUkVVeVRtYzlQUT09&locationName=_____________________)"
"JRC7667","NY","PAS","8995169539","07/30/2021","12:12P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkZWNlQxRTlQUT09&locationName=_____________________)"
"GHF8075","NY","PAS","8994575406","09/01/2021","04:09P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","083","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PVkZGM1RtYzlQUT09&locationName=_____________________)"
"KZA8655","NY","PAS","8935899938","02/02/2023","04:48P","BIKE LANE",,"115","30","0","0","145","0","040","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNVVaelZQVkd0NlQwRTlQUT09&locationName=_____________________)"
"45266NC","NY","COM","8823985201","06/14/2022","11:25A","NO PARKING-DAY/TIME LIMITS",,"65","10","0","75","0","0","005","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkVsM1RWRTlQUT09&locationName=_____________________)"
"GRT4107","NY","PAS","8823985018","06/14/2022","08:33A","NO PARKING-DAY/TIME LIMITS",,"65","30","0","0","95","0","006","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkVGNFQwRTlQUT09&locationName=_____________________)"
"JFZ8232","NY","PAS","8585218861","02/24/2020","09:45A","CROSSWALK","07/28/2022","115","60","2.89","0.1","177.79","0","111","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTWGhQUkdjeVRWRTlQUT09&locationName=_____________________)"
"LAC3624","NY","PAS","4842471050","05/22/2023","09:12A","PHTO SCHOOL ZN SPEED VIOLATION","08/17/2023","50","25","0.62","0.06","75.56","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkVFeFRVRTlQUT09&locationName=_____________________)"
"JPV7314","NY","PAS","9085880853","10/20/2023","12:05P","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","076","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FNVVaelJOUkdjeFRYYzlQUT09&locationName=_____________________)"
"LRJ7803","PA","PAS","4842471062","05/22/2023","09:13A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OVkVFeVRXYzlQUT09&locationName=_____________________)"
"KKB8212","NY","PAS","9005780113","08/19/2022","00:37A","NO PARKING-STREET CLEANING","12/08/2022","65","60","2.51","0.03","127.48","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNVVZelJOUkVWNFRYYzlQUT09&locationName=_____________________)"
"JNW8170","NY","PAS","8995169692","08/01/2021","11:36A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkZrMVRXYzlQUT09&locationName=_____________________)"
"KDV7522","NY","PAS","8995169746","08/01/2021","12:01P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","084","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkdNd1RtYzlQUT09&locationName=_____________________)"
"KFP4235","NY","PAS","8995169515","07/30/2021","12:09P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkZWNFRsRTlQUT09&locationName=_____________________)"
"GDE6763","NY","PAS","8995169588","08/01/2021","10:55A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","084","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkZVMFQwRTlQUT09&locationName=_____________________)"
"GDE6763","NY","PAS","8995169590","08/01/2021","10:55A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","084","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkZVMVRVRTlQUT09&locationName=_____________________)"
"KDS5450","NY","PAS","8995169734","08/01/2021","11:54A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkdONlRrRTlQUT09&locationName=_____________________)"
"62028MK","NY","COM","9021781130","12/01/2022","07:36A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","114","Q","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVZelJOVkVWNlRVRTlQUT09&locationName=_____________________)"
"BEN8422","NY","PAS","8993034060","02/23/2022","01:18P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","088","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMTZRWHBPUkVFeVRVRTlQUT09&locationName=_____________________)"
"KSG2010","NY","PAS","8993990013","02/23/2022","03:16P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","083","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMTZhelZOUkVGNFRYYzlQUT09&locationName=_____________________)"
"HSD8369","NY","PAS","8864083881","01/15/2022","04:04P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZW1jMFRWRTlQUT09&locationName=_____________________)"
"82213MG","NY","COM","8913918353","04/22/2021","08:08A","FAIL TO DISP. MUNI METER RECPT",,"65","0","0","0","65","0","013","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2hQUkUweFRYYzlQUT09&locationName=_____________________)"
"KDJ1305","NY","PAS","8864083856","01/15/2022","03:56P","INSP. STICKER-EXPIRED/MISSING",,"65","10","0","0","75","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZW1jeFRtYzlQUT09&locationName=_____________________)"
"BD13842","CT","PAS","9058181467","06/21/2023","02:06P","CROSSWALK",,"115","10","0","10","115","0","033","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1VOUVSVFJOVkZFeVRuYzlQUT09&locationName=_____________________)"
"HCM4818","NY","PAS","8967431569","10/26/2021","01:57P","EXPIRED MUNI METER",,"35","0","0","0","35","0","045","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZVWHBOVkZVeVQxRTlQUT09&locationName=_____________________)"
"JPL5316","NY","PAS","9007715951","09/13/2022","10:36A","FIRE HYDRANT",,"115","10","0","10","115","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNTZZM2hPVkdzeFRWRTlQUT09&locationName=_____________________)"
"HGL5512","NY","PAS","8585243302","06/17/2022","03:57P","NON-COMPLIANCE W/ POSTED SIGN","10/06/2022","60","60","1.02","0.12","120.9","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTVEJOZWsxM1RXYzlQUT09&locationName=_____________________)"
"KHJ6841","NY","PAS","9002464228","08/16/2022","09:41A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","072","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEpPUkVsNVQwRTlQUT09&locationName=_____________________)"
"HNW1086","NY","PAS","8823985237","06/14/2022","11:54A","NO PARKING-DAY/TIME LIMITS",,"65","10","0","10","65","0","005","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkVsNlRuYzlQUT09&locationName=_____________________)"
"FTT4652","NY","PAS","8913918882","04/26/2021","07:11A","NO STANDING-COMM METER ZONE",,"115","0","0","0","115","0","013","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2hQUkdjMFRXYzlQUT09&locationName=_____________________)"
"76680MN","NY","COM","8823985298","06/15/2022","07:41A","NO PARKING-STREET CLEANING",,"65","10","0","10","65","0","006","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkVrMVQwRTlQUT09&locationName=_____________________)"
"FBG2893","NY","PAS","8994575662","09/03/2021","03:22P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","073","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PVkZreVRXYzlQUT09&locationName=_____________________)"
"GGV9632","NY","PAS","8995169758","08/01/2021","12:02P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkdNeFQwRTlQUT09&locationName=_____________________)"
"KGY5777","NY","PAS","8994663241","02/23/2022","02:39P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","115","0","0","084","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVXVEpOZWtrd1RWRTlQUT09&locationName=_____________________)"
"HJL3744","NY","PAS","8995385212","02/24/2022","09:21A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVUVFJPVkVsNFRXYzlQUT09&locationName=_____________________)"
"F97PHE","NJ","PAS","8996002859","02/24/2022","02:19P","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFRWGROYW1jeFQxRTlQUT09&locationName=_____________________)"
"KDJ2451","NY","PAS","8996221806","02/24/2022","09:14A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFTWGxOVkdkM1RtYzlQUT09&locationName=_____________________)"
"44185MK","NY","COM","8979474910","02/15/2022","01:57P","NO STANDING-BUS STOP",,"115","0","0","15","100","0","066","K","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVVVE5PUkd0NFRVRTlQUT09&locationName=_____________________)"
"JRW9475","NY","PAS","8913919357","04/26/2021","03:38P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","009","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2hQVkUweFRuYzlQUT09&locationName=_____________________)"
"168RDE","KY","PAS","8995170037","08/03/2021","11:37A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVE5OUkVGNlRuYzlQUT09&locationName=_____________________)"
"GXB5003","NY","PAS","8991957031","04/08/2021","12:47P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","088","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVhekZPZWtGNlRWRTlQUT09&locationName=_____________________)"
"KHY8956","NY","PAS","8994110458","05/27/2021","01:33P","FIRE HYDRANT",,"115","0","0","0","115","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVSWGhOUkZFeFQwRTlQUT09&locationName=_____________________)"
"HTY6537","NY","PAS","8864083947","01/18/2022","12:15P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZW1zd1RuYzlQUT09&locationName=_____________________)"
"GBK8988","NY","PAS","8864084058","01/18/2022","12:55P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","061","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJPUkVFeFQwRTlQUT09&locationName=_____________________)"
"72990ML","NY","COM","8823985377","06/15/2022","09:02A","NO PARKING-DAY/TIME LIMITS",,"65","10","0","75","0","0","006","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkUwelRuYzlQUT09&locationName=_____________________)"
"KTB9024","NY","PAS","8864083935","01/18/2022","12:03P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","061","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZW10NlRsRTlQUT09&locationName=_____________________)"
"GUR1201","NY","PAS","8913919187","04/26/2021","01:23P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","013","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2hQVkVVMFRuYzlQUT09&locationName=_____________________)"
"JBY7945","NY","PAS","8967431855","10/27/2021","04:23P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZVWHBOVkdjeFRsRTlQUT09&locationName=_____________________)"
"70281MJ","NY","COM","8683610846","03/30/2021","11:05A","DOUBLE PARKING",,"115","0","0","115","0","0","114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGhOUkdjd1RtYzlQUT09&locationName=_____________________)"
"F56MMZ","NJ","PAS","8823985353","06/15/2022","08:56A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","006","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPVkUweFRYYzlQUT09&locationName=_____________________)"
"39668ML","NY","COM","8913919783","04/28/2021","07:03A","SIDEWALK",,"115","0","0","15","100","0","013","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2hQVkdNMFRYYzlQUT09&locationName=_____________________)"
"KHS7774","NY","PAS","8995170190","08/03/2021","12:03P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","094","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVE5OUkVVMVRVRTlQUT09&locationName=_____________________)"
"HLA7948","NY","PAS","8585246212","07/10/2022","01:05P","INSP. STICKER-EXPIRED/MISSING","11/03/2022","65","60","0.15","0.09","125.06","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTVEJPYWtsNFRXYzlQUT09&locationName=_____________________)"
"3DE2153","MD","PAS","8994656819","09/11/2021","10:54A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVXVEZPYW1kNFQxRTlQUT09&locationName=_____________________)"
"JCYW39","FL","PAS","8994656790","09/09/2021","04:51P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","076","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVXVEZPYW1NMVRVRTlQUT09&locationName=_____________________)"
"B51PKG","NJ","PAS","8982548270","01/28/2022","02:13P","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFWVEJQUkVrelRVRTlQUT09&locationName=_____________________)"
"KXT2949","NY","PAS","4811226045","11/07/2022","09:58P","PHTO SCHOOL ZN SPEED VIOLATION","02/02/2023","50","25","0.04","0.04","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWtFd1RsRTlQUT09&locationName=_____________________)"
"FMJ2157","NY","PAS","9138860843","06/23/2024","11:16A","FIRE HYDRANT",,"115","0","0","0","115","0","100","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVrOUVaekpOUkdjd1RYYzlQUT09&locationName=_____________________)"
"EWM7121","NY","PAS","8850543244","06/09/2021","11:50A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtrd1RrRTlQUT09&locationName=_____________________)"
"KKD5259","NY","PAS","8850543268","06/10/2021","06:55A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtreVQwRTlQUT09&locationName=_____________________)"
"HWH3879","NY","PAS","8850543281","06/10/2021","07:17A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtrMFRWRTlQUT09&locationName=_____________________)"
"KKV7144","NY","PAS","4811226100","11/07/2022","09:59P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWtWM1RVRTlQUT09&locationName=_____________________)"
"KMARX","NY","SRF","8585246273","07/10/2022","03:39P","INSP. STICKER-EXPIRED/MISSING","10/27/2022","65","60","0.4","0.12","125.28","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVTVEJPYWtrelRYYzlQUT09&locationName=_____________________)"
"44594MK","NY","COM","8850543177","06/09/2021","08:42A","CROSSWALK",,"115","0","0","15","100","0","114","Q","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtVelRuYzlQUT09&locationName=_____________________)"
"JPP6321","NY","PAS","8850543256","06/10/2021","06:48A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtreFRtYzlQUT09&locationName=_____________________)"
"KFZ6619","NY","PAS","8850543270","06/10/2021","07:06A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtrelRVRTlQUT09&locationName=_____________________)"
"ABT06YC","NY","SRF","8982799254","02/05/2022","12:35P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFZelZQVkVreFRrRTlQUT09&locationName=_____________________)"
"KJW2345","NY","PAS","8850543232","06/09/2021","11:49A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtsNlRXYzlQUT09&locationName=_____________________)"
"1BR8371","AL","PAS","8994656870","09/11/2021","12:12P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVXVEZPYW1jelRVRTlQUT09&locationName=_____________________)"
"OST2579","NY","SRF","8636986308","06/26/2019",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNXFhelJPYWsxM1QwRTlQUT09&locationName=_____________________)"
"91291MD","NY","COM","8985842572","02/14/2022","12:43P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","15","100","0","109","Q","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNVVaekJOYWxVelRXYzlQUT09&locationName=_____________________)"
"KFR1432","NY","PAS","8987493428","07/22/2021","08:33A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","073","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZVVFZOZWxGNVQwRTlQUT09&locationName=_____________________)"
"KMN3272","NY","PAS","9021781219","12/01/2022","08:06A","INSP. STICKER-EXPIRED/MISSING",,"65","30","0","0","95","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVZelJOVkVsNFQxRTlQUT09&locationName=_____________________)"
"27DGRG","FL","PAS","4811226112","11/07/2022","10:00P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPYWtWNFRXYzlQUT09&locationName=_____________________)"
"JPL1363","NY","PAS","8841089945","02/13/2021","09:45A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","115","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFJQVkdzd1RsRTlQUT09&locationName=_____________________)"
"GKW4049","NY","PAS","8841089969","02/13/2021","09:55A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","115","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVRVFJQVkdzeVQxRTlQUT09&locationName=_____________________)"
"T95PJX","NJ","PAS","9002464708","08/17/2022","03:17P","FAIL TO DSPLY MUNI METER RECPT",,"35","10","0","0","45","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFVVEpPUkdOM1QwRTlQUT09&locationName=_____________________)"
"KMN3272","NY","PAS","9021781220","12/01/2022","08:07A","NO PARKING-STREET CLEANING",,"65","30","0","0","95","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVZelJOVkVsNVRVRTlQUT09&locationName=_____________________)"
